,x,y,size,color,animation_frame
63,0.0009919075534231736,5.032078238905017,2,2,8
64,0.001039868877917333,5.033103040961987,1,2,20
65,0.001089350573362166,5.034143877784567,1,2,32
66,0.0011403762643065847,5.03520074451141,2,1,3
67,0.0011929695692013069,5.036273636206309,2,2,12
68,0.00124715410030552,5.037362547858219,2,1,36
69,0.0013029534635935753,5.0384674743812905,2,2,32
70,0.0013603912586616972,5.03958841061488,2,2,18
71,0.0014194910786347198,5.040725351323586,2,2,3
72,0.0014802765100728472,5.041878291197268,1,1,3
73,0.0015427711328784358,5.04304722485107,1,2,19
74,0.001606998520202797,5.044232146825458,2,2,29
75,0.0016729822383530334,5.045433051586226,2,1,15
76,0.0017407458466988906,5.046649933524545,1,1,7
77,0.0018103128975796357,5.04788278695697,1,2,14
78,0.00188170693621097,5.049131606125486,2,1,1
79,0.001954951500591951,5.050396385197509,1,2,15
80,0.0020300701214119557,5.051677118265945,2,1,24
81,0.002107086321957659,5.0529737993492,2,2,24
82,0.0021860236180200497,5.054286422391207,1,1,20
83,0.00226690551780146,5.0556149812614635,2,1,23
84,0.002349755521822637,5.05695946975505,2,1,5
85,0.002434597122829828,5.05831988159268,1,2,1
86,0.002521453805701904,5.059696210420705,2,2,25
87,0.002610349047357504,5.061088449811159,1,1,33
88,0.0027013063166622165,5.062496593261788,2,2,40
89,0.00279434907433578,5.06392063419608,2,2,31
90,0.0028895007728593197,5.065360565963285,2,1,12
91,0.002986784856382614,5.066816381838478,2,2,14
92,0.0030862247606313837,5.068288075022553,1,2,33
93,0.0031878439128146187,5.069775638642279,1,2,40
94,0.0032916657315319375,5.071279065750325,2,2,12
95,0.003397713626680965,5.072798349325296,1,2,10
96,0.0035060109993647584,5.07433348227177,1,1,4
97,0.0036165812417992458,5.075884457420315,2,1,22
98,0.0037294477372207175,5.07745126752755,1,1,24
99,0.0038446338597933347,5.079033905276148,1,1,29
100,0.003962162974516671,5.080632363274908,1,1,18
101,0.0040820584371332996,5.082246634058751,1,1,36
102,0.0042043435940364,5.083876710088784,2,1,8
103,0.004329041782177401,5.085522583752325,1,2,18
104,0.004456176328973657,5.08718424736294,2,1,40
105,0.0045857705522161915,5.088861693160481,2,1,40
106,0.004717847759977397,5.090554913311123,2,2,22
107,0.00485243125051885,5.092263899907399,2,1,15
108,0.004989544312199127,5.093988644968239,2,2,33
109,0.005129210223381652,5.0957291404390075,1,1,14
110,0.005271452252342585,5.09748537819155,2,2,8
111,0.005416293657178755,5.0992573500242155,2,2,31
112,0.005563757685715619,5.101045047661909,1,1,32
113,0.005713867575415264,5.102848462756126,2,2,6
114,0.005866646553284431,5.104667586884992,2,2,27
115,0.0060221178357826085,5.106502411553306,1,1,23
116,0.006180304628730149,5.108352928192573,1,2,22
117,0.006341230127216385,5.110219128161056,1,1,38
118,0.006504917515507849,5.112101002743811,1,2,3
119,0.006671389966956501,5.113998543152725,1,2,22
120,0.006840670643907977,5.115911740526563,1,1,28
121,0.007012782697609914,5.117840585931014,1,2,2
122,0.007187749268120285,5.119785070358722,2,2,28
123,0.007365593484215795,5.1217451847293365,1,1,30
124,0.007546338463300302,5.1237209198895615,2,1,6
125,0.0077300073113132865,5.125712266613184,1,1,22
126,0.007916623122638352,5.127719215601132,2,1,3
127,0.008106208980011817,5.129741757481509,1,2,26
128,0.00829878795443124,5.131779882809648,2,1,22
129,0.008494383105064113,5.1338335820681475,2,2,14
130,0.00869301747915651,5.135902845666921,2,1,21
131,0.00889471411194182,5.137987663943241,1,2,20
132,0.009099496026549504,5.140088027161792,1,1,26
133,0.009307386233913905,5.142203925514707,1,2,6
134,0.00951840773268309,5.144335349121617,1,2,24
135,0.009732583509127767,5.146482288029702,1,2,7
136,0.009949936537050192,5.148644732213737,1,2,21
137,0.010170489777693196,5.150822671576137,2,1,10
138,0.010394266179649168,5.153016095947006,2,1,34
139,0.01062128867876917,5.155224995084191,1,1,3
140,0.010851580198072029,5.157449358673315,2,2,4
141,0.01108516364765351,5.159689176327848,2,1,7
142,0.01132206192459555,5.161944437589144,2,2,11
143,0.011562297912875502,5.1642151319264915,1,1,37
144,0.01180589448327543,5.166501248737159,2,2,37
145,0.01205287449329148,5.168802777346456,1,1,38
146,0.012303260787043292,5.1711197070077795,2,2,9
147,0.012557076195183413,5.173452026902666,2,2,16
148,0.012814343534806857,5.1757997261408315,1,2,19
149,0.013075085609360574,5.178162793760251,2,1,21
150,0.013339325208553117,5.180541218727174,1,1,9
151,0.013607085108264248,5.182934989936207,1,1,27
152,0.013878388070454642,5.185344096210356,2,1,2
153,0.014153256843075643,5.187768526301073,1,1,38
154,0.01443171415997906,5.1902082688883215,1,2,33
155,0.014713782740826985,5.19266331258062,2,1,34
156,0.014999485291001731,5.1951336459151065,2,2,34
157,0.015288844501515757,5.197619257357586,1,1,34
158,0.015581883048921661,5.200120135302578,1,1,2
159,0.015878623595222265,5.202636268073391,2,1,15
160,0.016179088787780696,5.205167643922166,2,1,25
161,0.01648330125923054,5.207714251029929,2,1,27
162,0.016791283627386057,5.210276077506657,1,1,15
163,0.017103058495152458,5.212853111391327,2,2,36
164,0.01741864845043622,5.2154453406519785,1,2,17
165,0.017738076066055434,5.2180527531857654,1,1,24
166,0.018061363899650247,5.220675336819018,2,2,28
167,0.018388534493593352,5.223313079307301,1,2,4
168,0.01871961037490049,5.225965968335464,2,2,21
169,0.0190546140551411,5.228633991517708,2,1,2
170,0.019393568030348893,5.23131713639765,1,2,12
171,0.019736494780932593,5.234015390448365,1,2,27
172,0.02008341677158671,5.236728741072457,2,1,40
173,0.020434356451202295,5.239457175602123,1,2,15
174,0.02078933625277787,5.2422006812992,2,1,32
175,0.02114837859333035,5.2449592453552345,1,1,36
176,0.02151150587380598,5.247732854891549,2,1,30
177,0.021878740478991427,5.250521496959291,2,1,5
178,0.02225010477742488,5.253325158539493,2,2,21
179,0.02262562112130715,5.256143826543154,2,1,32
180,0.02300531184641299,5.258977487811281,1,2,28
181,0.02338919927200227,5.261826129114961,2,1,22
182,0.023777305700731374,5.264689737155426,1,1,9
183,0.02416965341856458,5.267568298564106,2,1,20
184,0.024566264694685536,5.270461799902702,2,2,18
185,0.024967161781408717,5.2733702276632535,2,1,10
186,0.02537236691409109,5.276293568268187,2,1,8
187,0.025781902311043665,5.279231808070391,2,1,10
188,0.02619579017344327,5.28218493335329,2,1,13
189,0.026614052685244246,5.285152930330887,1,2,36
190,0.02703671201309031,5.288135785147851,1,1,9
191,0.027463790306226466,5.291133483879568,2,2,16
192,0.02789530969641087,5.294146012532212,2,2,20
193,0.02833129229782691,5.297173357042821,2,1,8
194,0.02877176020699525,5.300215503279338,2,2,1
195,0.02921673550268598,5.303272437040717,1,2,18
196,0.029666240245830835,5.3063441440569505,1,2,32
197,0.030120296479435402,5.309430609989165,1,1,40
198,0.03057892622849151,5.312531820429676,1,1,2
199,0.031042151499889568,5.315647760902063,1,1,15
200,0.03150999428233111,5.318778416861235,1,2,13
201,0.031982476546241194,5.321923773693498,1,2,37
202,0.032459620243681146,5.325083816716627,2,1,34
203,0.03294144730826107,5.328258531179938,2,2,25
204,0.033427979655052655,5.331447902264351,2,2,10
205,0.03391923918050196,5.334651915082471,2,2,13
206,0.03441524776234222,5.337870554678644,1,2,11
207,0.034916027259506856,5.3411038060290466,2,2,39
208,0.03542159951204234,5.344351654041739,2,1,32
209,0.03593198634102142,5.34761408355675,1,1,23
210,0.03644720954845611,5.35089107934614,2,2,10
211,0.036967290917210884,5.354182626114086,2,1,26
212,0.03749225221091607,5.357488708496933,1,2,3
213,0.038022115173881064,5.3608093110632895,1,1,31
214,0.038556901531007784,5.364144418314092,2,1,9
215,0.03909663298770407,5.367494014682665,2,2,22
216,0.039641331229797405,5.370858084534822,1,2,28
217,0.04019101792344827,5.3742366121689145,2,1,37
218,0.040745714715064094,5.377629581815929,2,2,7
219,0.04130544323121275,5.381036977639539,1,1,22
220,0.041870225078536695,5.384458783736192,2,1,12
221,0.04244008184366653,5.387894984135197,2,2,35
222,0.04301503509313518,5.391345562798769,1,1,10
223,0.043595106373291885,5.394810503622142,2,1,37
224,0.044180317210216306,5.398289790433615,1,2,1
225,0.04477068910963272,5.401783406994646,2,2,11
226,0.04536624355682431,5.4052913369999205,1,1,25
227,0.045967002016547416,5.408813564077441,1,2,12
228,0.046572985932946016,5.412350071788585,2,1,34
229,0.04718421672946623,5.4159008436282035,2,1,3
230,0.04780071580877074,5.419465863024686,2,2,25
231,0.048422504552653636,5.423045113340043,2,1,17
232,0.04904960432195491,5.426638577869987,2,2,32
233,0.04968203645647536,5.430246239844011,1,2,32
234,0.050319822274891395,5.43386808242546,1,2,20
235,0.05096298307467004,5.437504088711625,1,2,34
236,0.05161154013198385,5.441154241733821,1,2,39
237,0.052265514701626034,5.444818524457446,1,1,27
238,0.05292492801692563,5.4484969197820945,2,2,24
239,0.053589801289662765,5.452189410541617,1,2,17
240,0.05426015570998394,5.455895979504205,1,2,40
241,0.05493601244631739,5.45961660937248,2,2,29
242,0.055617392645288664,5.463351282783561,2,2,24
243,0.056304317431636025,5.467099982309167,2,2,37
244,0.05699680790812625,5.470862690455681,1,1,27
245,0.05769488515547017,5.474639389664245,2,1,5
246,0.05839857023223866,5.4784300623108395,2,1,7
247,0.05910788417477823,5.482234690706363,1,2,1
248,0.05982284799712723,5.486053257096722,1,2,11
249,0.06054348269093185,5.48988574366291,1,2,37
250,0.061269809225361946,5.493732132521103,2,1,28
251,0.06200184854702766,5.497592405722724,1,1,20
252,0.06273962157989535,5.501466545254545,1,2,15
253,0.06348314922520412,5.505354533038776,1,1,30
254,0.06423245236138213,5.50925635093313,1,1,33
255,0.06498755184396325,5.513171980730926,1,1,10
256,0.06574846850550357,5.517101404161169,1,1,20
257,0.06651522315549806,5.521044602888641,2,1,16
258,0.06728783658029738,5.525001558513982,2,1,14
259,0.06806632954302477,5.528972252573783,2,1,10
260,0.06885072278349286,5.532956666540667,2,1,12
261,0.06964103701812076,5.536954781823383,2,1,11
262,0.07043729293985115,5.54096657976689,1,1,34
263,0.07123951121806754,5.544992041652448,1,2,11
264,0.07204771249851133,5.549031148697708,2,1,5
265,0.0728619174031994,5.553083882056789,2,1,39
266,0.07368214653034133,5.557150222820393,1,2,30
267,0.07450842045425711,5.561230152015861,1,2,22
268,0.07534075972529465,5.565323650607289,1,2,34
269,0.07617918486974744,5.569430699495613,2,2,31
270,0.07702371638977247,5.573551279518689,2,2,37
271,0.07787437476330795,5.577685371451394,2,2,37
272,0.07873118044399131,5.581832956005712,2,1,10
273,0.07959415386107736,5.585994013830823,1,2,4
274,0.08046331541935618,5.59016852551321,1,2,26
275,0.08133868549907164,5.594356471576731,1,1,19
276,0.08222028445583936,5.5985578324827205,1,1,37
277,0.0831081326205654,5.6027725886300805,1,1,17
278,0.08400225029936462,5.607000720355379,2,2,7
279,0.08490265777347929,5.611242207932932,1,2,6
280,0.08580937529919765,5.615497031574907,2,1,17
281,0.08672242310777278,5.6197651714314105,2,1,11
282,0.08764182140534142,5.624046607590584,2,1,5
283,0.0885675903728428,5.628341320078702,2,2,12
284,0.08949975016593795,5.632649288860257,1,2,15
285,0.09043832091492834,5.636970493838065,1,2,34
286,0.09138332272467557,5.641304914853351,1,2,18
287,0.09233477567452034,5.645652531685853,1,1,17
288,0.09329269981820192,5.650013324053913,1,1,10
289,0.09425711518377779,5.654387271614571,2,1,35
290,0.09522804177354292,5.658774353963667,1,2,7
291,0.09620549956394975,5.663174550635934,2,2,34
292,0.09718950850552768,5.667587841105093,2,1,2
293,0.09818008852280312,5.6720142047839515,2,1,33
294,0.09917725951421918,5.676453621024509,2,2,27
295,0.10018104135205619,5.680906069118036,1,1,34
296,0.10119145388235119,5.685371528295194,1,1,29
297,0.10220851692481875,5.689849977726116,2,2,40
298,0.10323225027277079,5.694341396520513,2,2,6
299,0.10426267369303743,5.698845763727772,1,1,38
300,0.10529980692588718,5.7033630583370565,1,2,39
301,0.1063436696849478,5.707893259277404,1,1,25
302,0.10739428165712672,5.712436345417823,1,1,25
303,0.10845166250253213,5.716992295567391,2,2,10
304,0.10951583185439365,5.721561088475372,2,2,34
305,0.11058680931898345,5.726142702831295,1,2,25
306,0.11166461447553737,5.730737117265063,1,2,13
307,0.11274926687617585,5.735344310347057,2,1,20
308,0.11384078604582565,5.739964260588236,1,2,6
309,0.1149391914821407,5.744596946440235,1,1,1
310,0.11604450265542413,5.749242346295473,2,2,25
311,0.11715673900854941,5.753900438487247,1,2,36
312,0.11827591995688223,5.758571201289841,2,2,7
313,0.11940206488820228,5.763254612918624,1,2,33
314,0.12053519316262506,5.76795065153016,2,2,11
315,0.12167532411252374,5.772659295222302,1,1,24
316,0.12282247704245174,5.777380522034298,1,2,8
317,0.1239766712290642,5.782114309946901,2,1,14
318,0.12513792592104062,5.786860636882469,2,2,10
319,0.12630626033900738,5.791619480705063,2,2,19
320,0.12748169367545992,5.796390819220564,2,1,28
321,0.12866424509468533,5.801174630176765,1,2,8
322,0.1298539337326854,5.805970891263482,1,2,6
323,0.13105077869709894,5.810779580112665,2,2,27
324,0.1322547990671248,5.815600674298494,2,1,39
325,0.13346601389344517,5.820434151337485,2,1,20
326,0.1346844421981481,5.825279988688607,1,1,15
327,0.1359101029746512,5.830138163753379,2,2,27
328,0.1371430151876247,5.8350086538759705,2,2,28
329,0.13838319777291477,5.839891436343329,2,2,39
330,0.1396306696374672,5.844786488385268,1,2,35
331,0.14088544965925096,5.849693787174579,1,2,39
332,0.1421475566871817,5.8546133098271484,2,1,33
333,0.14341700954104597,5.8595450334020525,1,1,30
334,0.14469382701142475,5.864488934901673,2,1,29
335,0.14597802785961764,5.869444991271806,1,2,20
336,0.14726963081756686,5.874413179401765,2,1,24
337,0.14856865458778193,5.879393476124493,1,1,21
338,0.14987511784326338,5.88438585821668,2,1,38
339,0.15118903922742752,5.8893903023988585,2,2,39
340,0.15251043735403097,5.894406785335519,1,2,7
341,0.15383933080709533,5.899435283635221,1,2,3
342,0.15517573814083196,5.904475773850706,2,1,4
343,0.15651967787956675,5.909528232478999,1,1,35
344,0.1578711685176651,5.9145926359615295,2,2,24
345,0.1592302285194571,5.919668960684239,1,1,30
346,0.16059687631916278,5.924757182977687,1,2,11
347,0.16197113032081717,5.929857279117168,1,1,23
348,0.16335300889819607,5.934969225322827,2,2,35
349,0.16474253039474113,5.9400929977597565,1,2,39
350,0.16613971312348585,5.945228572538129,1,1,8
351,0.16754457536698114,5.950375925713292,2,1,3
352,0.16895713537722123,5.955535033285896,1,2,6
353,0.17037741137556964,5.960705871201991,2,2,31
354,0.17180542155268502,5.96588841535315,1,1,32
355,0.1732411840684478,5.971082641576587,2,2,18
356,0.17468471705188604,5.976288525655258,2,1,13
357,0.176136038601102,5.981506043317988,1,1,23
358,0.1775951667831987,5.986735170239571,2,2,26
359,0.17906211963420643,5.991975882040902,2,2,24
360,0.18053691515900971,5.997228154289069,2,2,21
361,0.1820195713312737,6.002491962497496,2,1,23
362,0.18351010609337165,6.007767282126034,2,2,12
363,0.18500853735631162,6.013054088581086,2,1,10
364,0.1865148829996639,6.018352357215729,2,2,8
365,0.18802916087148808,6.023662063329818,2,2,22
366,0.18955138878826075,6.028983182170105,2,1,39
367,0.1910815845348027,6.034315688930367,1,2,23
368,0.19261976586420673,6.039659558751506,2,2,34
369,0.19416595049776547,6.045014766721677,1,1,32
370,0.19572015612489924,6.050381287876401,2,1,38
371,0.1972824004030838,6.055759097198685,2,1,11
372,0.19885270095777866,6.061148169619138,1,2,30
373,0.20043107538235513,6.066548480016081,1,1,32
374,0.20201754123802498,6.071960003215687,2,1,38
375,0.2036121160537685,6.077382713992073,1,1,15
376,0.20521481732626318,6.082816587067435,1,2,6
377,0.20682566251981258,6.088261597112167,2,2,32
378,0.20844466906627476,6.093717718744966,2,2,17
379,0.21007185436499148,6.099184926532965,1,2,16
380,0.2117072357827172,6.104663194991854,2,2,22
381,0.2133508306535481,6.110152498585988,2,2,22
382,0.21500265627885132,6.1156528117285145,1,2,15
383,0.2166627299271945,6.121164108781492,1,2,13
384,0.21833106883427503,6.126686364056011,2,2,25
385,0.22000769020285005,6.132219551812311,1,1,38
386,0.2216926112026658,6.137763646259914,1,1,5
387,0.22338584897038766,6.143318621557725,2,1,3
388,0.22508742060953005,6.148884451814174,2,1,21
389,0.22679734319038652,6.154461111087321,1,2,36
390,0.22851563374995995,6.1600485733849855,2,1,35
391,0.23024230929189318,6.165646812664878,1,1,4
392,0.23197738678639893,6.171255802834699,2,1,7
393,0.23372088317019066,6.176875517752279,1,2,6
394,0.23547281534641318,6.1825059312257,1,2,7
395,0.2372332001845737,6.188147017013416,2,2,38
396,0.23900205452047243,6.193798748824367,2,2,19
397,0.24077939515613364,6.199461100318122,2,2,22
398,0.24256523885973721,6.205134045104981,2,1,30
399,0.24435960236554957,6.210817556746118,2,2,20
400,0.24616250237385529,6.216511608753686,1,1,27
401,0.2479739555508883,6.222216174590965,1,1,35
402,0.24979397852876403,6.227931227672457,2,2,2
403,0.2516225879054109,6.233656741364037,2,2,31
404,0.2534598002445025,6.239392688983063,1,1,20
405,0.2553056320753889,6.2451390437985115,1,1,3
406,0.25716009989302957,6.2508957790310875,1,2,15
407,0.25902322015792595,6.256662867853361,1,1,25
408,0.2608950092960523,6.262440283389897,2,2,9
409,0.2627754836987899,6.2682279987173715,1,1,14
410,0.2646646597228591,6.274025986864703,2,2,8
411,0.26656255369025134,6.279834220813171,2,1,23
412,0.26846918188816365,6.285652673496561,2,2,33
413,0.2703845605689299,6.291481317801266,2,2,38
414,0.27230870594995543,6.2973201265664365,2,2,36
415,0.2742416342136494,6.30316907258409,2,1,8
416,0.2761833615073584,6.309028128599254,2,2,16
417,0.27813390394330056,6.314897267310083,2,1,27
418,0.28009327759849834,6.320776461367987,2,1,11
419,0.2820614985147125,6.326665683377763,2,1,11
420,0.28403858269837673,6.332564905897726,1,1,5
421,0.2860245461205307,6.338474101439829,1,2,24
422,0.28801940471675475,6.344393242469796,2,1,15
423,0.29002317438710445,6.350322301407255,1,2,12
424,0.2920358709960441,6.35626125062586,2,1,8
425,0.29405751037238237,6.362210062453425,1,1,37
426,0.29608810830920607,6.3681687091720445,1,1,28
427,0.29812768056381533,6.374137163018242,2,1,14
428,0.3001762428576591,6.380115396183085,1,2,39
429,0.302233810876269,6.386103380812315,1,1,34
430,0.3043004002691954,6.392101089006481,2,1,11
431,0.30637602664994223,6.398108492821071,2,2,36
432,0.30846070559590333,6.404125564266645,2,1,27
433,0.3105544526482965,6.410152275308961,1,2,26
434,0.31265728331210096,6.416188597869106,2,2,32
435,0.31476921305599176,6.422234503823629,1,1,37
436,0.31689025731227644,6.428289965004676,2,1,35
437,0.3190204314768309,6.434354953200111,2,1,11
438,0.32115975090903576,6.440429440153663,2,1,34
439,0.3233082309317134,6.446513397565044,2,2,11
440,0.3254658868310626,6.452606797090088,1,1,23
441,0.327632733856597,6.458709610340889,1,1,17
442,0.32980878722108103,6.4648218088859135,1,2,24
443,0.33199406210046695,6.4709433642501635,2,2,31
444,0.33418857363383164,6.477074247915276,2,1,39
445,0.3363923369233142,6.483214431319686,1,1,15
446,0.3386053670340533,6.489363885858744,2,2,7
447,0.34082767899412375,6.4955225828848455,2,2,20
448,0.3430592877944748,6.501690493707574,1,2,38
449,0.3453002083888679,6.507867589593843,1,2,9
450,0.3475504556938139,6.514053841768007,2,1,1
451,0.3498100445885116,6.520249221412011,1,1,24
452,0.3520789899147858,6.526453699665529,1,1,29
453,0.35435730647702485,6.532667247626085,2,1,37
454,0.3566450090421199,6.5388898363491945,2,1,3
455,0.3589421123394027,6.545121436848507,1,1,29
456,0.36124863106058464,6.551362020095919,1,1,23
457,0.36356457985969565,6.557611557021743,2,2,5
458,0.36588997335302254,6.563870018514817,2,1,29
459,0.3682248261190482,6.570137375422638,1,1,1
460,0.37056915269839147,6.576413598551522,1,1,25
461,0.3729229675937456,6.582698658666715,2,2,10
462,0.37528628526981744,6.5889925264925475,1,2,10
463,0.3776591201532685,6.5952951727125555,1,1,18
464,0.3800414866326533,6.601606567969635,2,2,6
465,0.38243339905835944,6.6079266828661565,2,2,5
466,0.38483487174254816,6.614255487964121,2,1,33
467,0.38724591895909377,6.620592953785291,1,1,34
468,0.38966655494352487,6.626939050811325,1,2,6
469,0.3920967938929637,6.633293749483914,1,2,26
470,0.394536649966067,6.639657020204929,1,1,3
471,0.39698613728296706,6.646028833336546,1,2,33
472,0.39944526992521256,6.652409159201389,2,2,24
473,0.4019140619357089,6.658797968082676,2,1,29
474,0.4043925273186599,6.665195230224343,1,2,8
475,0.4068806800395084,6.6716009158311955,1,1,25
476,0.4093785340248787,6.678014995069036,2,1,17
477,0.4118861031625174,6.684437438064809,1,1,23
478,0.41440340130123415,6.69086821490674,2,2,25
479,0.41693044225084547,6.69730729564448,2,2,35
480,0.4194672397821153,6.7037546502892305,2,1,25
481,0.42201380762669677,6.71021024881389,1,2,29
482,0.4245701594770764,6.716674061153204,1,1,36
483,0.4271363089865135,6.723146057203886,1,1,25
484,0.42971226976898547,6.72962620682477,1,2,33
485,0.43229805539912874,6.736114479836949,2,1,39
486,0.4348936794121819,6.742610846023915,1,2,36
487,0.43749915530392897,6.7491152751316905,1,2,35
488,0.44011449653064244,6.755627736868986,2,1,8
489,0.44273971650902627,6.762148200907325,1,2,25
490,0.4453748286161588,6.768676636881194,2,1,28
491,0.4480198461894377,6.775213014388184,2,2,4
492,0.4506747825265214,6.7817573029891225,2,2,7
493,0.45333965088527534,6.788309472208223,2,1,16
494,0.4560144644837138,6.794869491533228,1,2,21
495,0.45869923649994526,6.801437330415538,2,2,23
496,0.4613939800721157,6.808012958270374,2,1,38
497,0.4640987082983545,6.814596344476898,1,2,39
498,0.4668134342367166,6.821187458378374,1,1,18
499,0.46953817090512945,6.8277862692822895,1,2,32
500,0.47227293128133596,6.834392746460522,2,1,39
501,0.4750177283028408,6.841006859149465,2,2,36
502,0.4777725748668543,6.847628576550164,2,2,3
503,0.4805374838302394,6.854257867828486,2,1,9
504,0.48331246800945477,6.860894702115242,2,2,25
505,0.4860975401805025,6.867539048506326,2,2,3
506,0.4888927130788715,6.874190876062876,2,1,10
507,0.4916979993994853,6.88085015381141,1,2,27
508,0.49451341179664743,6.887516850743963,1,1,29
509,0.4973389628839865,6.894190935818234,2,2,23
510,0.500174665234404,6.900872377957738,2,2,11
511,0.5030205313800197,6.907561146051933,2,2,7
512,0.5058765738121186,6.914257208956387,2,1,30
513,0.5087428049810966,6.920960535492905,1,2,12
514,0.5116192372964092,6.927671094449675,2,1,36
515,0.5145058831265172,6.93438885458142,2,1,1
516,0.5174027547988335,6.941113784609536,2,1,8
517,0.5203098645996719,6.9478458532222405,2,1,1
518,0.5232272247741929,6.954585029074719,2,2,12
519,0.5261548475263519,6.961331280789256,1,1,19
520,0.5290927450188468,6.968084576955408,2,1,29
521,0.5320409293730675,6.97484488613012,2,2,24
522,0.53499941266904,6.981612176837888,2,1,40
523,0.537968206945379,6.988386417570898,2,2,8
524,0.5409473241992337,6.995167576789178,2,1,21
525,0.543936776386236,7.001955622920731,2,1,27
526,0.5469365754204507,7.0087505243617,2,1,22
527,0.5499467331743235,7.015552249476495,1,1,28
528,0.5529672614786294,7.022360766597952,1,1,20
529,0.5559981721224221,7.029176044027471,1,1,20
530,0.5590394768529837,7.035998050035175,2,1,22
531,0.5620911873757738,7.042826752860042,2,2,38
532,0.5651533153543784,7.049662120710056,1,2,23
533,0.568225872410461,7.05650412176236,2,2,27
534,0.5713088701237099,7.063352724163399,1,1,17
535,0.5744023200317915,7.070207896029063,2,1,8
536,0.5775062336302972,7.0770696054448425,2,1,10
537,0.5806206223726958,7.083937820465971,2,1,27
538,0.5837454976702838,7.090812509117569,1,2,26
539,0.5868808708921344,7.0976936393948,2,1,34
540,0.5900267533650494,7.10458117926301,2,2,12
541,0.5931831563735104,7.1114750966578875,1,1,33
542,0.5963500911596293,7.118375359485586,1,1,19
543,0.599527568923099,7.125281935622909,2,2,10
544,0.6027156008211454,7.1321947929174225,1,2,26
545,0.6059141979684795,7.139113899187628,2,1,6
546,0.6091233714372472,7.146039222223103,1,1,26
547,0.6123431322569827,7.152970729784637,2,2,28
548,0.61557349141456,7.159908389604405,1,1,32
549,0.6188144598541443,7.166852169386091,2,2,18
550,0.6220660484771457,7.173802036805062,2,1,9
